PC1,PC2,Cluster,HC_Cluster,DBscan_Cluster
-1.9837414698278841,-0.3063937917319746,1,0,0
-0.5640339239473652,-1.113506033200289,0,0,0
0.20706610409210516,1.2421369648283136,1,3,0
-1.116512033761965,1.203501164315271,1,3,0
0.32181444891645605,-0.10689240314216147,0,0,0
-0.848998778648192,0.6035248532791252,1,2,1
0.6418338623907468,-0.17255263778033683,0,0,0
0.6422844530089622,-0.4305370430457685,0,0,1
1.7356732241015325,0.825614595529412,2,1,1
-2.438180464691674,1.257470021085671,1,3,0
-2.8597652469107104,1.2191102191748573,1,3,0
-0.022108442934160106,0.2554876592750776,1,2,1
4.098273702432973,1.576579703666612,2,1,1
0.7457000799408703,-2.261613654922106,0,1,1
0.6347551907792723,0.5087341568082411,1,0,0
-2.6116259668863133,0.40476388212152886,1,3,0
-1.5777410959871168,0.512173452311925,1,0,0
-0.7279356554609169,1.2503096536094715,1,3,0
-1.7155796428403693,-0.6465097957444392,0,0,0
0.42590371378206615,-0.04780676902742538,1,0,0
4.791129410260166,0.5134811573317326,2,1,1
1.0039015708605563,-0.09878589108408692,2,2,-1
-2.150613981398387,-0.10076556799558635,1,0,0
-1.52021620131228,-0.3614312093737227,1,3,0
0.5107763863067286,-2.1981811654639887,0,0,0
2.1721225767077375,1.2310870582432372,2,1,1
-0.49991799361700495,-1.3832119738221735,0,0,0
3.6214699605373295,-1.1153152177450996,2,1,-1
2.0656681636105065,-0.2783708692776471,2,1,1
3.006524101878501,-1.17298100463075,2,1,1
3.3039223712172276,-1.0392853698109945,2,1,-1
4.318210353527796,-0.8994458000582591,2,1,-1
-1.7872475301821504,0.7346537896433347,1,2,1
-1.4716128219160165,1.3949290777520442,1,3,0
-0.28331489509133473,-1.6536731462613457,0,2,1
1.5944242065327716,0.5293425886886902,2,1,0
1.8811242378792208,0.028814207595700362,2,1,1
2.149485605689824,1.534546664571873,2,1,1
1.0032889425404632,0.4208875622635385,2,2,-1
-0.05340695792006838,2.77165524865132,1,2,-1
-2.140103225022477,0.3814324339159733,1,3,0
-0.16244969009730187,1.0587616987708899,1,2,1
1.553909024019854,-0.9653330806031512,2,1,1
-0.7652844727929604,0.5817615953247759,1,2,1
0.6060813598426542,-0.0929401430846843,0,0,0
3.1498823732913688,2.016405016394027,2,1,0
-0.8939256657416431,-0.8042592297835127,0,0,0
0.9816287868167124,-0.6165471947792996,0,0,0
-0.9026206378214389,1.1283214188346975,1,3,0
-0.9508507297356493,-0.7135421250454183,0,0,0
2.8899449678642006,-2.408484069222323,2,1,1
-1.6571345432456404,0.8157831204396228,1,3,0
3.0545978871541632,-0.9667968680663738,2,1,1
-1.7983933589834333,0.3379539125389805,1,3,0
0.904757738678995,-2.0191278665692,0,0,0
-1.1501552281619931,-1.8665857464294302,0,2,1
-2.4548157523855725,0.5042353254329571,1,3,0
-1.6821698838480252,-0.7203347040725432,0,0,0
-0.7204363437091807,-0.8809843978463201,0,2,1
-0.541434039610227,0.1888147529463104,1,0,0
0.509911031212909,-0.626327728435621,0,1,-1
0.1529761391658597,0.7979672539176864,1,2,1
3.747648357044615,0.03872263246283489,2,1,1
0.12952382339623117,0.9289781208413822,1,2,1
-1.6857881211353885,-0.6355439456139028,0,0,0
-0.9339188903944494,-0.2655342802529081,1,0,0
-1.0072867178167118,-0.39971095567704323,1,0,0
0.7988587596542136,-1.6134976544107658,0,2,-1
-2.2576222130699612,-0.252857503710794,1,0,0
-1.8027594632632329,1.2490393670094162,1,3,0
0.692198560867894,-0.8459761872279759,0,0,0
-1.619469085185449,-0.5445902210094429,1,0,0
0.5587756545560445,-2.3434014402764287,0,0,0
4.3613760884494654,-2.776211371439599,2,1,-1
-1.2698392080165406,1.1849732081733801,1,3,0
-0.7474054049874227,1.1237491810279414,1,2,1
-1.1298770707870187,0.9148465263309674,1,3,0
-0.2614845778559221,1.2987773522923658,1,0,0
-0.6464536617389953,-0.739405030088402,0,0,0
0.7147988741749742,0.6035706137180501,1,3,0
-0.5572906379063902,-0.8969023916975181,0,2,1
-0.7877400071140239,1.6797200111528914,1,3,0
-0.3529278369035314,1.2965167652432485,1,3,0
2.9167461400641046,0.07942127513634029,2,1,1
0.4458870633756357,1.1699217653140483,1,2,-1
1.293806395088447,1.0727233569354906,2,1,1
-0.6115738621518818,-1.6936196064565852,0,0,0
-0.7416577291022567,0.5944444590673892,1,0,0
-2.4337733880088877,1.1527309186673254,1,3,0
0.7102595799018815,0.3393420706087868,2,1,1
-1.138266668731684,-0.9848800739540869,0,0,0
-2.4851392629524316,0.8895593561548657,1,2,1
5.455912102401357,-0.8648019388659423,2,1,-1
0.5281086076911954,1.5028274369998742,1,2,1
1.5949918703508799,0.1439543432906889,2,1,1
-1.3614244877389785,2.1886135172114383,1,2,1
-1.069143450594986,-0.1692041156951572,1,0,0
3.2719889394751376,1.314358433881242,2,1,1
5.111325390595972,0.26302755442801523,2,1,-1
1.3755590488226879,-1.2314912859066347,0,0,0
-0.9560815281253515,-0.3616447329788646,1,0,0
-0.8723885083194783,1.0424909299685885,1,2,1
4.139797972219966,0.9923171389462233,2,1,-1
3.5189011547607643,-0.5386726349243668,2,1,1
0.01940255345437745,-2.2810571158512576,0,0,0
-1.179851450305477,-1.2420609096881396,0,0,0
-1.2396601996059236,1.4349438086896338,1,3,0
-0.5918747421278322,-0.9166559467347302,0,0,0
